Level,Arabic Text,Translated Text,Topic_ID,prompt_id,CEFR_level
Advanced,كيف يمكن للمجتمعات الحديثة الحفاظ على تقاليدها وثقافاتها الفريدة في مواجهة التقدم التكنولوجي والتغيرات الاجتماعية؟ ناقش التحديات والفرص المرتبطة بالحفاظ على التراث الثقافي.,How can modern societies preserve their unique traditions and cultures despite technological advances and social changes? Discuss the challenges and opportunities associated with preserving cultural heritage.,13,136,C1
Advanced,كيف يمكن للمجتمعات الحديثة الحفاظ على تقاليدها وثقافاتها الفريدة في مواجهة التقدم التكنولوجي والتغيرات الاجتماعية؟ ناقش التحديات والفرص المرتبطة بالحفاظ على التراث الثقافي.,How can modern societies preserve their unique traditions and cultures despite technological advances and social changes? Discuss the challenges and opportunities associated with preserving cultural heritage.,13,136,C2
Advanced,تحليل كيف يؤثر التقدم التكنولوجي على الروتين اليومي للأفراد. هل ترى أن هذه التأثيرات إيجابية أم سلبية، ولماذا؟,"Analyze how technological advancements impact individuals' daily routines. Do you see these effects as positive or negative, and why?",16,137,C1
Advanced,تحليل كيف يؤثر التقدم التكنولوجي على الروتين اليومي للأفراد. هل ترى أن هذه التأثيرات إيجابية أم سلبية، ولماذا؟,"Analyze how technological advancements impact individuals' daily routines. Do you see these effects as positive or negative, and why?",16,137,C2
Advanced,ناقش كيف تتأثر أنماط الحياة اليومية بالتغيرات الاجتماعية والاقتصادية في العصر الحديث. ما هي التحديات التي تواجه الأفراد في التكيف مع هذه التغيرات؟,Discuss how daily life patterns are affected by social and economic changes in the modern era. What challenges do individuals face in adapting to these changes?,16,138,C1
Advanced,ناقش كيف تتأثر أنماط الحياة اليومية بالتغيرات الاجتماعية والاقتصادية في العصر الحديث. ما هي التحديات التي تواجه الأفراد في التكيف مع هذه التغيرات؟,Discuss how daily life patterns are affected by social and economic changes in the modern era. What challenges do individuals face in adapting to these changes?,16,138,C2
Advanced,ناقش كيف تتخيل مستقبلك الشخصي والمستقبل المهني. ما هي الأهداف التي تسعى لتحقيقها، وما الخطوات التي تنوي اتخاذها للوصول إليها؟,"Discuss how you envision your personal and professional future. What goals are you striving to achieve, and what steps do you plan to take to reach them?
",11,139,C1
Advanced,ناقش كيف تتخيل مستقبلك الشخصي والمستقبل المهني. ما هي الأهداف التي تسعى لتحقيقها، وما الخطوات التي تنوي اتخاذها للوصول إليها؟,"Discuss how you envision your personal and professional future. What goals are you striving to achieve, and what steps do you plan to take to reach them?
",11,139,C2
Advanced,كيف تؤثر التطورات التكنولوجية على مستقبل البشرية؟ هل ترى أن هذه التطورات ستعود بالفائدة أم الضرر على المجتمع؟,How do technological advancements affect the future of humanity? Do you see these advancements as beneficial or detrimental to society?,11,140,C1
Advanced,كيف تؤثر التطورات التكنولوجية على مستقبل البشرية؟ هل ترى أن هذه التطورات ستعود بالفائدة أم الضرر على المجتمع؟,How do technological advancements affect the future of humanity? Do you see these advancements as beneficial or detrimental to society?,11,140,C2
Advanced,تحدث عن حدث تاريخي بارز أثر على ثقافتك المحلية. كيف أثر هذا الحدث على القيم والتقاليد في المجتمع؟,"Discuss a significant historical event that impacted your local culture. How did this event influence the values and traditions within the community?
",4,141,C1
Advanced,تحدث عن حدث تاريخي بارز أثر على ثقافتك المحلية. كيف أثر هذا الحدث على القيم والتقاليد في المجتمع؟,"Discuss a significant historical event that impacted your local culture. How did this event influence the values and traditions within the community?
",4,141,C2
Advanced,كيف تعكس الفنون والآداب تاريخ وثقافة بلدك؟ اختر مثالاً معيناً وناقش تأثيره.,How do the arts and literature reflect the history and culture of your country? Choose a specific example and discuss its impact.,4,142,C1
Advanced,كيف تعكس الفنون والآداب تاريخ وثقافة بلدك؟ اختر مثالاً معيناً وناقش تأثيره.,How do the arts and literature reflect the history and culture of your country? Choose a specific example and discuss its impact.,4,142,C2
Advanced,ناقش كيف يؤثر الهواية على صحتك النفسية والجسدية. كيف يمكن أن تكون الهوايات وسيلة للتعبير عن الذات؟,Discuss how hobbies impact your mental and physical health. How can hobbies serve as a means of self-expression?,2,143,C1
Advanced,ناقش كيف يؤثر الهواية على صحتك النفسية والجسدية. كيف يمكن أن تكون الهوايات وسيلة للتعبير عن الذات؟,Discuss how hobbies impact your mental and physical health. How can hobbies serve as a means of self-expression?,2,143,C2
Advanced,هل هناك هواية جديدة ترغب في تجربتها؟ ناقش الأسباب التي تجعلك مهتمًا بها وكيف تعتقد أنها ستفيدك.,Is there a new hobby you wish to try? Discuss the reasons you are interested in it and how you believe it will benefit you.,2,144,C1
Advanced,هل هناك هواية جديدة ترغب في تجربتها؟ ناقش الأسباب التي تجعلك مهتمًا بها وكيف تعتقد أنها ستفيدك.,Is there a new hobby you wish to try? Discuss the reasons you are interested in it and how you believe it will benefit you.,2,144,C2
Advanced,إذا كان بإمكانك السفر عبر الزمن، إلى أي فترة تاريخية ستذهب ولماذا؟ كيف ستؤثر تلك التجربة على فهمك للحاضر؟,"If you could travel through time, which historical period would you choose and why? How would that experience affect your understanding of the present?",9,145,C1
Advanced,إذا كان بإمكانك السفر عبر الزمن، إلى أي فترة تاريخية ستذهب ولماذا؟ كيف ستؤثر تلك التجربة على فهمك للحاضر؟,"If you could travel through time, which historical period would you choose and why? How would that experience affect your understanding of the present?",9,145,C2
Advanced,تخيل أنك تعيش في عالم خيالي. كيف ستبدو حياتك اليومية وما التحديات التي ستواجهها؟,"Imagine you live in a fantasy world. What would your daily life look like, and what challenges would you face?
",9,146,C1
Advanced,تخيل أنك تعيش في عالم خيالي. كيف ستبدو حياتك اليومية وما التحديات التي ستواجهها؟,"Imagine you live in a fantasy world. What would your daily life look like, and what challenges would you face?
",9,146,C2
Advanced,ناقش استراتيجيات إدارة الوقت التي تتبعها لتحقيق التوازن بين العمل والحياة الشخصية. ما هي التحديات التي تواجهها في ذلك؟,Discuss the time management strategies you follow to achieve a balance between work and personal life. What challenges do you face in this regard?,17,147,C1
Advanced,ناقش استراتيجيات إدارة الوقت التي تتبعها لتحقيق التوازن بين العمل والحياة الشخصية. ما هي التحديات التي تواجهها في ذلك؟,Discuss the time management strategies you follow to achieve a balance between work and personal life. What challenges do you face in this regard?,17,147,C2
Advanced,كيف يمكن أن تؤثر إدارة الوقت الجيدة على الإنتاجية الشخصية؟ قدم أمثلة على كيفية تحسين وقتك.,How can good time management affect personal productivity? Provide examples of how you can improve your time usage.,17,148,C1
Advanced,كيف يمكن أن تؤثر إدارة الوقت الجيدة على الإنتاجية الشخصية؟ قدم أمثلة على كيفية تحسين وقتك.,How can good time management affect personal productivity? Provide examples of how you can improve your time usage.,17,148,C2
Advanced,"تحدث عن تجربة شخصية غيرت نظرتك للحياة. كيف أثرت هذه التجربة على قراراتك المستقبلية؟
",Discuss a personal experience that changed your perspective on life. How did this experience influence your future decisions?,1,149,C1
Advanced,"تحدث عن تجربة شخصية غيرت نظرتك للحياة. كيف أثرت هذه التجربة على قراراتك المستقبلية؟
",Discuss a personal experience that changed your perspective on life. How did this experience influence your future decisions?,1,149,C2
Advanced,"هل لديك ذكريات مؤثرة من الطفولة تود مشاركتها؟ كيف شكلت تلك الذكريات هويتك الحالية؟
",Do you have impactful childhood memories that you would like to share? How have those memories shaped your current identity?,1,150,C1
Advanced,"هل لديك ذكريات مؤثرة من الطفولة تود مشاركتها؟ كيف شكلت تلك الذكريات هويتك الحالية؟
",Do you have impactful childhood memories that you would like to share? How have those memories shaped your current identity?,1,150,C2
Advanced,ناقش كيف تؤثر تجربة المدرسة على تطوير المهارات الاجتماعية لدى الطلاب. ما هي الأنشطة المدرسية التي تعتقد أنها الأهم في هذا الصدد؟,Discuss how the school experience influences the development of social skills among students. What school activities do you believe are most important in this regard?,3,151,C1
Advanced,ناقش كيف تؤثر تجربة المدرسة على تطوير المهارات الاجتماعية لدى الطلاب. ما هي الأنشطة المدرسية التي تعتقد أنها الأهم في هذا الصدد؟,Discuss how the school experience influences the development of social skills among students. What school activities do you believe are most important in this regard?,3,151,C2
Advanced,"كيف تعتقد أن التكنولوجيا قد غيرت من شكل التعليم المدرسي؟ هل ترى أن هذه التغييرات إيجابية أم سلبية؟
",How do you think technology has changed the nature of school education? Do you see these changes as positive or negative?,3,152,C1
Advanced,"كيف تعتقد أن التكنولوجيا قد غيرت من شكل التعليم المدرسي؟ هل ترى أن هذه التغييرات إيجابية أم سلبية؟
",How do you think technology has changed the nature of school education? Do you see these changes as positive or negative?,3,152,C2
Beginner,كيف تؤثر وسائل التواصل الإجتماعي على الفرد و المجتمع؟,How do social media affect individuals and society?,18,153,A
Intermediate,كيف تؤثر وسائل التواصل الإجتماعي على الفرد و المجتمع؟,How do social media affect individuals and society?,18,154,B1
Intermediate,كيف تؤثر وسائل التواصل الإجتماعي على الفرد و المجتمع؟,How do social media affect individuals and society?,18,154,B2
Advanced,كيف تؤثر وسائل التواصل الإجتماعي على الفرد و المجتمع؟,How do social media affect individuals and society?,18,155,C1
Advanced,كيف تؤثر وسائل التواصل الإجتماعي على الفرد و المجتمع؟,How do social media affect individuals and society?,18,155,C2
Beginner,كيف نعزز ثقافة التسامج في المجتمع؟,How can the UAE promote a culture of tolerance in society?,19,156,A
Intermediate,كيف نعزز ثقافة التسامج في المجتمع؟,How can the UAE promote a culture of tolerance in society?,19,157,B1
Intermediate,كيف نعزز ثقافة التسامج في المجتمع؟,How can the UAE promote a culture of tolerance in society?,19,157,B2
Advanced,كيف نعزز ثقافة التسامج في المجتمع؟,How can the UAE promote a culture of tolerance in society?,19,158,C1
Advanced,كيف نعزز ثقافة التسامج في المجتمع؟,How can the UAE promote a culture of tolerance in society?,19,158,C2
Beginner,من وجهة نظرك ماهي أهم مظاهر التطور الحضاري في دولة الإمارات العربية المتحدة؟,What do you think are the most important developments in the UAE at the moment?,20,159,A
Intermediate,من وجهة نظرك ماهي أهم مظاهر التطور الحضاري في دولة الإمارات العربية المتحدة؟,What do you think are the most important developments in the UAE at the moment?,20,160,B1
Intermediate,من وجهة نظرك ماهي أهم مظاهر التطور الحضاري في دولة الإمارات العربية المتحدة؟,What do you think are the most important developments in the UAE at the moment?,20,160,B2
Advanced,من وجهة نظرك ماهي أهم مظاهر التطور الحضاري في دولة الإمارات العربية المتحدة؟,What do you think are the most important developments in the UAE at the moment?,20,161,C1
Advanced,من وجهة نظرك ماهي أهم مظاهر التطور الحضاري في دولة الإمارات العربية المتحدة؟,What do you think are the most important developments in the UAE at the moment?,20,161,C2
