essay_id,sentence,dep_---,dep_IDF,dep_MOD,dep_OBJ,dep_PRD,dep_SBJ,dep_TMZ,dep_TPC,pos_ADJ,pos_ADP,pos_ADV,pos_AUX,pos_CCONJ,pos_DET,pos_INTJ,pos_NOUN,pos_NUM,pos_PART,pos_PRON,pos_PROPN,pos_PUNCT,pos_SCONJ,pos_VERB,pos_X,depPOS_---(ADJ),depPOS_---(ADP),depPOS_---(ADV),depPOS_---(CCONJ),depPOS_---(DET),depPOS_---(NOUN),depPOS_---(PRON),depPOS_---(PROPN),depPOS_---(PUNCT),depPOS_---(SCONJ),depPOS_---(VERB),depPOS_IDF(ADJ),depPOS_IDF(ADP),depPOS_IDF(ADV),depPOS_IDF(DET),depPOS_IDF(NOUN),depPOS_IDF(NUM),depPOS_IDF(PRON),depPOS_IDF(PROPN),depPOS_IDF(SCONJ),depPOS_IDF(VERB),depPOS_MOD(ADJ),depPOS_MOD(ADP),depPOS_MOD(ADV),depPOS_MOD(AUX),depPOS_MOD(CCONJ),depPOS_MOD(DET),depPOS_MOD(INTJ),depPOS_MOD(NOUN),depPOS_MOD(NUM),depPOS_MOD(PART),depPOS_MOD(PRON),depPOS_MOD(PROPN),depPOS_MOD(PUNCT),depPOS_MOD(SCONJ),depPOS_MOD(VERB),depPOS_MOD(X),depPOS_OBJ(ADJ),depPOS_OBJ(ADP),depPOS_OBJ(ADV),depPOS_OBJ(CCONJ),depPOS_OBJ(DET),depPOS_OBJ(INTJ),depPOS_OBJ(NOUN),depPOS_OBJ(NUM),depPOS_OBJ(PART),depPOS_OBJ(PRON),depPOS_OBJ(PROPN),depPOS_OBJ(SCONJ),depPOS_OBJ(VERB),depPOS_PRD(ADJ),depPOS_PRD(ADP),depPOS_PRD(ADV),depPOS_PRD(CCONJ),depPOS_PRD(NOUN),depPOS_PRD(NUM),depPOS_PRD(PRON),depPOS_PRD(PROPN),depPOS_PRD(SCONJ),depPOS_PRD(VERB),depPOS_PRD(X),depPOS_SBJ(ADJ),depPOS_SBJ(DET),depPOS_SBJ(NOUN),depPOS_SBJ(NUM),depPOS_SBJ(PRON),depPOS_SBJ(PROPN),depPOS_SBJ(SCONJ),depPOS_SBJ(VERB),depPOS_TMZ(NOUN),depPOS_TPC(ADJ),depPOS_TPC(ADP),depPOS_TPC(DET),depPOS_TPC(NOUN),depPOS_TPC(PRON),depPOS_TPC(PROPN)
AR-130-96120-9,"أما ب+ النسبة ل+ المجتمع ف+ تدهور +ه و+ تدمر +ه , و+ فساد +ه في ما يضر و+ لا ينفع , انتشار النزاعات و+ الجرائم ب+ سرعة فائقة ل+ أن هذه الوسائل جعلت العالم يصبح أصغر و+ أقرب من +ما كان على +ه سابقا .",1,4,23,13,3,2,0,0,4,7,0,0,5,1,0,9,0,3,6,0,3,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,2,6,0,0,5,1,0,0,0,3,0,0,3,0,3,0,1,0,0,0,0,0,6,0,0,3,0,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
AR-130-96120-10,"و+ في النهاية يكون تأثير وسائل التواصل الاجتماعي شديد الأهمية سواء كان على الفرد أو المجتمع , ف+ يجب على الأفراد الحذر من هذا السلاح الخطير و+ استخدام +ه ب+ الطريقة الصحيحة ل+ يتجنب العواقب الوخيمة , أو أن تتحقق الفوائد العظيمة .",1,4,20,13,2,3,0,0,6,6,0,0,5,1,0,15,0,0,1,0,3,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,5,5,0,0,5,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
AR-130-96463-1,"إن وسائل التواصل الاجتماعي سلاح ذو حدين , ل +ها جانب حاد و+ هي سلبيات +ها التي تنعكس على الفرد و+ المجتمع ب+ صورة عواقب وخيمة مع الزمن , حتى أصبح الناس يطلقون على +ها وسائل المحو الاجتماعي , و+ ل +ها إيجابيات +ها التي تجعل حياة الإنسان متطورة متحضرة و+ مواكبة ل+ التقدم الحضاري .",1,8,27,13,2,5,0,0,7,7,0,0,5,0,0,20,0,0,8,1,4,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,2,1,0,0,7,6,0,0,4,0,0,2,0,0,2,0,4,0,2,0,0,1,0,0,0,0,8,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0
AR-130-96463-2,"يشهد الآن العالم العديد من تطبيقات وسائل التواصل الاجتماعي التي تجعل حياة الفرد و+ المجتمع أسهل , حيث أصبح العالم قرية صغيرة , ل+ أن هذه الوسائل تقرب الناس إلى بعض +هم ب+ طريقة سريعة و+ مريحة .",1,4,17,11,2,3,0,0,6,4,1,0,2,1,0,14,0,0,2,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,3,4,0,0,2,1,0,1,0,0,1,0,3,0,2,0,3,0,1,0,0,0,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
AR-130-96463-3,كما أصبح تناقل المعلومات و+ نشر الأخبار و+ تعلم العديد من الأشياء أسهل ب+ كثير .,1,3,6,4,1,1,0,0,3,2,0,0,3,0,0,5,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AR-130-96463-4,"إن هذه الوسائل ساهمت في رفع معدل الإنتاج المعلوماتي ل+ المجتمعات , حيث استطاع الفرد نشر خبرات +ه في مختلف المجالات في هذه المنصات .",1,5,11,6,0,2,0,0,2,4,1,0,1,2,0,10,0,0,1,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,4,0,0,0,2,0,0,0,0,0,0,2,0,2,0,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
AR-130-96463-5,لكن ل+ هذه الوسائل جوانب أخرى تؤثر في +ه على مستوى الفرد مثل الإدمان على +ها و+ استخدام +ها ل+ ضياع الوقت .,1,4,11,6,0,1,0,0,1,5,0,0,2,1,0,9,0,0,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,4,0,0,2,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AR-130-96463-6,"إن عدم استغلال الفرد ل +ها ب+ طريقة صحيحة يؤثر في المجتمعات , ف+ يجعل +ه مجتمعا متكاسلا , عقيم الخبرات و+ المواهب , و+ يجعل حياة الفرد أسوأ .",1,4,15,9,0,1,0,0,5,3,0,0,3,0,0,9,0,1,2,0,4,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,0,0,2,0,0,0,0,1,0,0,4,0,1,0,1,0,0,0,0,0,4,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AR-130-96479-1,"وسائل التواصل الاجتماعي و+ تأثير +ها على الفرد و+ المجتمع نعيش الآن في زمن أصبح في +ه الكوكب ك+ قرية صغيرة , حيث إن الأخبار تتناقل في +ه ب+ سرعة كبيرة , و+ أصبح البعيد قريبا , و+ هذا كل +ه ب+ فضل وسائل التواصل الاجتماعي التي ساهمت في جعل التواصل بين الأفراد سهلا جدا بعد تلك الرسائل البريدية التي كانت تستغرق أياما ل+ تصل ل+ الطرف الآخر .",1,7,34,17,4,6,0,0,8,10,1,0,4,2,0,26,0,0,6,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,2,0,0,0,7,7,0,0,4,1,0,5,0,0,2,0,4,0,4,0,0,1,1,0,0,0,11,0,0,2,0,0,2,1,2,0,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0
AR-130-96479-2,"و+ لكن وسائل التواصل الاجتماعي سلاح ذو حدين , حيث إن ل +ها إيجابيات و+ سلبيات قد تغطي على +ها .",1,2,11,3,2,2,0,0,1,2,1,1,3,0,0,7,0,0,2,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,2,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
AR-130-96479-3,أولا نرى الكثير من الناس لا يستطيعون إمضاء يوم كامل دون استخدام وسائل التواصل الاجتماعي من +ما قد يؤثر سلبا على +هم و+ على علاقات +هم و+ حيات +هم الاجتماعية .,1,6,16,8,0,0,0,0,5,4,0,1,2,0,0,10,0,1,4,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,2,0,0,0,4,3,0,1,2,0,0,2,0,1,0,0,1,0,2,0,1,1,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR-130-96479-4,"ف+ قد ظهرت الكثير من الظواهر و+ المشاكل التي لم تكن موجودة سابقا , ك+ التنمر و+ الابتزاز الإلكتروني , و+ سرقة المعلومات الشخصية و+ استخدام +ها ل+ أغراض غير لائقة , و+ هذا كل +ه ب+ فضل الاستخدام السيئ ل+ وسائل التواصل الاجتماعي .",1,6,25,10,1,2,0,0,8,5,0,1,6,1,0,13,0,1,3,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,2,0,0,0,5,4,0,1,6,1,0,1,0,1,1,0,4,0,1,0,0,1,0,0,0,0,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AR-130-96479-5,"و+ لا ننسى أن وسائل التواصل الاجتماعي قد سرقت من +نا الاجتماعات العائلية و+ مع الأصدقاء , ف+ قد أصبحت الرسائل هي وسائل التواصل الوحيدة بين +نا , و+ قد تحولت تلك الضحكات و+ التجمعات العائلية إلى محادثات لا تحوي أيا من المشاعر الحقيقية .",1,4,25,10,2,3,0,0,5,3,0,3,5,1,0,14,0,2,3,0,3,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,5,3,0,3,5,1,0,1,0,2,1,0,3,0,1,0,0,0,0,0,0,0,6,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
AR-130-96479-6,"ثانيا في الطرف الآخر , ف+ إن وسائل التواصل الاجتماعي ل +ها إيجابيات كثيرة , ف+ قد سهلت نشر المعرفة بين كافة فئات المجتمع و+ قللت متاعب الغربة على البعض من خلال المكالمات ب+ الفيديو , و+ أيضا وفرت الكثير على الجهات الحكومية و+ غير +ها , حيث إن +ه يمكن ل+ أي شخص إنهاء معاملات +ه في دقيقة دون أي تعب , و+ قدمت الكثير من الخدمات ك+ الشراء و+ البيع من خلال +ها .",1,14,35,21,1,4,0,0,7,11,2,1,8,0,0,28,0,1,7,0,6,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,0,0,5,10,2,1,7,0,0,2,0,1,0,0,6,0,1,0,2,0,0,0,0,0,13,0,0,2,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0
AR-130-96479-7,"في الختام إن وسائل التواصل الاجتماعي تعتمد على كيفية استخدام +ها , ف+ ك+ ما قلنا سابقا هي سلاح ذو حدين , ل+ ذا على الجميع توخي الحذر عند استخدام +ها و+ توقع أخطاء الآخرين أيضا , و+ لا ننكر أن +ها أصبحت جزءا لا يتجزأ من حياة +نا في هذا الزمان .",1,10,23,13,2,4,0,0,3,7,1,0,3,2,0,18,0,2,5,1,4,2,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,0,3,1,0,0,2,6,1,0,3,1,0,2,0,2,0,0,4,0,2,0,0,1,0,0,1,0,7,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0
AR-130-96682-1,"وسائل التواصل الاجتماعي عند +ما دخلت وسائل التواصل الاجتماعي عالم +نا أحدثت تغيرا هائلا في حياة +نا اليومية , و+ لكن ل+ كل شيء جديد جوانب إيجابية و+ سلبية .",1,6,13,7,0,3,0,0,7,2,0,0,3,0,0,11,0,0,2,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,2,0,1,0,6,1,0,0,3,0,0,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
AR-130-96682-2,"ف+ قد أصبح بعض الناس أكثر قربا ل+ بعض أصدقاء +هم المغتربين , و+ البعض أصبح أكثر بعدا عن إخوان +ه الذين يجلسون في الغرفة المجاورة , و+ هنا يأتي دور الفرد في استخدام الشيء ب+ اتزان .",1,8,17,7,2,3,0,0,4,5,1,1,3,0,0,14,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,2,0,0,0,2,5,1,1,3,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
AR-130-96682-3,"إن وسائل التواصل الاجتماعي أفادت شتى البشر , ف+ قد أصبح من الممكن أن ترى و+ تطمئن على أخ +ك الذي سافر ل+ يدرس في دولة بعيدة و+ أنت في صالة منزل +ك , و+ تستطيع أن تسمع أخبار العالم ب+ كبسة زر , و+ غير +ها الكثير من الأشياء الجميلة و+ المفيدة التي تستطيع أن تفعل +ها إذا ب+ استخدام +ك ل+ وسائل التواصل الاجتماعي .",1,10,27,24,1,4,0,0,7,9,0,1,6,0,0,17,0,0,8,0,4,5,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,4,6,0,1,5,0,0,0,0,0,2,0,4,2,3,0,2,2,0,0,0,0,10,0,0,1,0,2,7,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
AR-130-96682-4,"و+ لكن هناك من يسيء استخدام +ها , ف+ هناك من استخدموا هذه التكنولوجيا ل+ عمل السوء , ف+ من +هم من ينشر الإشاعات و+ يشوه سمعة مجتمع و+ دولة , و+ من +هم من أصبح مدمنا في استخدام هذه الوسائل حتى أثر ذلك على جسد +ه ف+ ب+ سبب الإدمان أصبح هذا الشخص كسولا لا يحب الحركة , و+ ب+ التالي سوف يكون أكثر عرضة ل+ الأمراض .",1,7,31,21,3,6,0,0,1,7,2,1,9,4,0,21,0,1,8,0,5,1,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,6,0,1,9,3,0,0,0,1,0,0,5,1,5,0,0,1,1,0,0,0,13,0,0,2,0,0,4,1,0,0,0,2,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0
AR-130-96682-5,"و+ ل+ ذلك يجب على +نا أن نستخدم هذه الوسائل ب+ حكمة و+ ب+ اتزان , ل+ أن أي شيء إذا استخدمت +ه زيادة عن اللزوم سوف ينقلب ضد +ك .",1,2,14,11,1,2,0,0,0,6,0,1,2,2,0,8,0,0,3,0,2,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,5,0,1,2,1,0,2,0,0,0,0,2,1,0,0,0,1,0,0,1,0,4,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
AR-130-96735-1,في هذا العصر الجديد الجميع مدمنون على التكنولوجيا و+ خصيصا استخدام التواصل الاجتماعي يوميا من دون توقف .,1,2,10,4,0,1,0,0,3,3,0,0,1,1,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,3,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AR-130-96735-2,في كل شيء تتواجد السلبيات و+ الإيجابيات و+ لكن في بعض الأحيان قد تتدفق السلبيات على الإيجابيات من +ما س+ يجعل +ها أكثر خطرا على المجتمع .,1,3,12,9,0,2,0,0,1,5,0,2,3,0,0,10,0,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,5,0,2,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,5,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
AR-130-96735-3,وسائل التواصل الاجتماعي هي وسيلة ل+ التواصل و+ معرفة آخر الأخبار المهمة في العالم .,1,3,7,3,0,1,0,0,3,2,0,0,1,0,0,7,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AR-130-96735-4,يمكن ل+ الفرد أن يستخدم التواصل الاجتماعي ب+ الطريقة الصحيحة و+ هذا ب+ أتباع القوانين المطالبة .,1,1,7,6,0,2,0,0,3,3,0,0,1,1,0,5,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
AR-130-96735-5,من أكبر مخاطر استخدام التواصل الاجتماعي و+ أكثر +ها عرضا هي استخدام الأطفال - ب+ شكل غير صحي - ل+ التواصل الاجتماعي ب+ الطريقة الخاطئة من +ما يؤدي إلى الكثير من المشاكل .,1,6,16,8,0,2,0,0,7,7,0,0,1,0,0,11,0,0,3,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,3,6,0,0,1,0,0,2,0,0,0,0,3,0,1,0,3,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
AR-130-96735-6,تتواجد الكثير من الأشياء المطروحة على التواصل الاجتماعي التي لا يجب ل+ أي طفل أن يرى +ها أو يقرأ +ها و+ لا تتواجد أمور ل+ منع ظهور هذه الأشياء التي قد تضر تفكير الطفل و+ أفعال +ه .,1,5,18,11,0,3,0,0,3,4,0,1,3,1,0,11,0,2,5,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,2,4,0,1,3,1,0,0,0,2,2,0,1,0,2,0,0,0,0,0,0,0,6,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
AR-130-96735-7,كما أن استخدام التواصل الاجتماعي قد يضر ب+ الصحة النظرية و+ الجلوس ل+ وقت طويل ل+ النظر إلى الهاتف .,1,1,11,6,0,1,0,0,3,4,0,1,2,0,0,7,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,4,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AR-130-96735-8,كما أن في بعض الأحيان تتداول مواضيع سياسية بين الدول قد يقع الشخص في الكثير من المصائب أثناء طرح +ها أو التعليق على +ها .,1,4,12,6,0,2,0,0,2,4,0,1,2,0,0,10,0,0,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,1,4,0,1,2,0,0,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
AR-130-96735-9,ل+ هذا يجب على الفرد أن يكون واعيا على هذه المخاطر و+ على +ه أن يعرف مدى أهمية +ها ل+ عدم الوقوع في هذه الأخطاء و+ استخدام التواصل الاجتماعي ب+ شكل صحيح .,1,4,13,12,1,2,0,0,3,7,0,0,2,3,0,10,0,0,2,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,2,6,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,7,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
AR-130-96882-1,"في عام 2019 أطلق صاحب السمو الشيخ محمد بن راشد آل مكتوم على هذا العام اسم عام التسامح ل+ تعزيز و+ ترسيخ معنى التسامح لدى أفراد مجتمع الإمارات العربية المتحدة , و+ حرص +ه على نشر التسامح بين الناس .",7,12,13,7,0,1,0,0,2,4,0,0,2,1,0,21,1,0,1,5,2,0,1,0,2,0,0,0,0,0,0,4,0,0,1,0,0,0,0,10,1,1,0,0,0,0,4,0,0,2,1,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AR-130-96882-2,"أصدرت الكثير من المحاضرات و+ المجلات ذكر أهمية التسامح , كما أن الكثير في المدارس أطلق مبادرات عن التسامح و+ تركيز +ها على الأطفال ل+ تعزيز مفهوم التسامح منذ الصغر ل+ غرس الحب في التسامح في قلوب +هم .",1,8,14,13,1,2,0,0,2,9,0,0,3,0,0,18,0,0,2,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,2,0,0,0,0,9,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR-130-96882-3,كما حرص النبي - صلى الله على +ه و+ سلم - على التسامح و+ كان يمتاز ب+ هذه الصفة رغم مواجهة +ه ل+ الكثير من الصعوبات من قبل العديد من الناس .,1,3,16,9,1,2,0,0,2,7,0,0,3,1,0,8,0,0,2,1,3,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,7,0,0,3,1,0,1,0,0,0,0,3,0,1,0,1,0,0,0,0,0,5,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
AR-130-96882-4,"ف+ كان يمتاز ب+ هذه الصفة الحميدة ل+ ذلك اهتمت دولة الإمارات و+ حاكم دبي ب+ إطلاق هذا الاسم ل+ يهتم الكثير ب +ه و+ تطبيق +ه في حياة +هم اليومية , ف+ هي صفة محبوبة عند الله .",1,7,18,9,1,3,0,0,3,6,0,0,4,3,0,11,0,0,4,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,2,2,0,0,2,6,0,0,4,2,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
AR-130-96882-5,كما أن +ه ذكر في دين الإسلامي و+ حرص الدين الإسلامي على الاقتداء ب+ النبي على +ه الصلاة و+ السلام و+ هذه الصفة النبيلة .,1,1,12,7,1,3,0,0,3,4,0,0,4,1,0,8,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,4,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
AR-130-96883-1,"في عصر +نا الحالي المبني على التكنولوجيا , تتمتع وسائل التواصل الاجتماعي ب+ أهمية كبيرة , حيث يستصعب على الكثير من الناس العيش من دون +ها .",1,3,14,7,0,2,0,0,5,6,1,0,0,0,0,8,0,0,2,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
AR-130-96883-2,لدى وسائل التواصل الاجتماعي إثر كبير على حياة +نا اليومية و+ على +نا أن نتفادى الوقوع في سلبيات هذه الآثار .,1,4,8,6,0,2,0,0,3,3,0,0,1,1,0,8,0,0,2,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,3,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
AR-130-96883-3,"لدى وسائل التواصل الاجتماعي إيجابيات و+ سلبيات عديدة , من إيجابيات هذه الوسائل التعرف على ناس جدد و+ شعوب مختلفة , ب+ ذلك نكون قد كونا دائرة جديدة من الأصدقاء , و+ هذا ب+ حد ذات +ه يساهم في تطوير شخصيات +نا , و+ قال الله عز وجل : ( و+ خلقنا +كم شعوبا و+ قبائل ل+ تعارفوا ) .",2,7,32,14,1,4,0,0,5,6,0,1,6,3,0,18,0,1,3,1,8,0,8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,0,2,0,0,0,5,6,0,1,6,1,0,1,0,1,0,0,8,0,3,0,0,0,0,0,1,0,9,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0
AR-130-96883-4,من الآثار الجميلة أيضا هي نشر الوعي لدى الفرد و+ المجتمع .,1,2,5,2,0,2,0,0,1,1,1,0,1,0,0,6,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
