ID,Document_ID,Sentence
AR-130-192155-2,AR-130-192155,وأيضا من أبرز الوسائل هي وسائل التواصل الاجتماعي التي هي جزء كبير من حياة العالم وهي تربط جميع دول العالم وأصبح الاتصال بين العالم من الأمور السهلة.
AR-130-192155-3,AR-130-192155,ولكن لديها تأثير كبير على حياة الفرد والمجتمع لأنها تشغل الإنسان عن أمور أساسية في حياته الشخصية والعملية.
AR-130-192155-4,AR-130-192155,أصبح التواصل الاجتماعي منبعا للتأثير على جميع البشر وأصبحت الحوادث أكثر، عندما يتابع أحد الأطفال الصغار - لا يتعدى عشر سنوات - شخصا يتحدث عن الانتحار.
AR-130-192155-5,AR-130-192155,وأصبح الانتحار منتشرا بشكل كبير بسبب التواصل الاجتماعي وهذه أكبر المخاطر على الأطفال والكبار.
AR-130-192218-1,AR-130-192218,إن وسائل التواصل الاجتماعي لها تأثير إيجابي وسلبي على الفرد وهذا يعتمد على طريقة استخدام الفرد لها، ولكن بشكل عام وسائل التواصل الاجتماعي تؤثر بشكل سلبي على الفرد.
AR-130-192218-2,AR-130-192218,على سبيل المثال الإفراط في استخدامها يسبب العزلة والضعف في النظر والكثير من المشاكل الصحية.
AR-130-192218-3,AR-130-192218,هناك الكثير من العائلات تشتكي من أطفالها الذين يقضون معظم وقتهم على التواصل الاجتماعي وينسون الجلوس مع أفراد العائلة وتبادل الحديث.
AR-130-192218-4,AR-130-192218,وبعض الأفراد يتأثر من المقاطع التي ترسل على التواصل الاجتماعي ولا يفكر ما إذا كانت هذه المقاطع أخلاقية أو تناسب العادات والتقاليد سيقوم بالتقليد على الفور.
AR-130-192218-5,AR-130-192218,للتغلب على هذه المشكلات يجب على الفرد التقليل من استخدام وسائل التواصل الاجتماعي والجلوس مع أفراد العائلة مدة أطول ويحاول أن يتخطى المقاطع غير الأخلاقية والتي لا تناسب العادات والتقاليد وعدم التأثر بها.
AR-130-192387-1,AR-130-192387,وسائل التواصل الاجتماعي وتأثيرها على الفرد والمجتمع في عصرنا الحالي، تعددت وسائل التواصل الاجتماعي بكثرة، أصبح التواصل سهلا وسريعا، من خلال كبسة بسيطة ستتحدث لشخص في النصف الآخر من كرة الأرض، فأصبح الناس يتواصلون من خلالها بكثرة ولا يلجؤون للعادة القديمة كالزيارة وكتابة البرقية والرسائل الورقية.
AR-130-192387-2,AR-130-192387,"سهلت وسائل التواصل الاجتماعي الزيارات وأخذ السؤال عن الحال والأحوال من الأقارب والأصدقاء، يمكنهم من خلالها وهم في منازلهم ""التويتر"" و ""الواتساب"" وغيره [INCOMPLETE]"
AR-130-192490-1,AR-130-192490,في وقتنا الحالي تعد وسائل التواصل الاجتماعي من أهم الوسائل في جميع أنحاء العالم، حيث إن جميع الدول لا بد لها من التواصل عبرها وأيضا جميع من في المجتمع يتواصلون بها.
AR-130-192490-2,AR-130-192490,إن لها جوانب إيجابية كثيرة ولكن جوانبها السلبية أكثر، فتأثيرها الإيجابي هو حفظ الوقت وتوفيره والتواصل بين أفراد المجتمع بسهولة الدراسة منها أو استخدامها للتجارة والأعمال عبرها.
AR-130-192490-3,AR-130-192490,ولكن إذا ما أتينا إلى الجوانب السلبية وتأثيراتها السيئة فهي من الوسائل التي تضر بصحتنا وصحة أعيننا إذا مكثنا عليها وقتا طويلا.
AR-130-192490-4,AR-130-192490,وأيضا هناك تنمر أو مشاكل أخرى واختطافات وأمور جدية تحدث من هذه المواقع، حيث إن هناك أعمارا صغيرة أو من هم قليلو الوعي يستخدمونها بطرق خاطئة ومضرة، وهناك الكثير من المشاكل الأسرية وتفكك العلاقات وغيرها الكثير.
AR-130-192490-5,AR-130-192490,ولكن لجميع الأشياء جوانب إيجابية وجوانب سلبية، فعلى الناس توعية البعض ومعرفة كيفية استخدامها بشكل صحيح لكي يكون تأثيرها على المجتمع وأفراده تأثيرا إيجابيا أكثر من أن يكون سلبيا ولكي لا يضرهم ويكون شيئا ذو فائدة لهم.
AR-130-192528-1,AR-130-192528,وسائل التواصل الاجتماعي تؤثر تأثيرا قويا على الفرد والمجتمع وبالأخص على الأطفال.
AR-130-192528-2,AR-130-192528,في الوقت الحالي الجميع أصبح على وسائل التواصل الاجتماعي.
AR-130-192528-3,AR-130-192528,من أهم أضرارها أنهم لا يجلسون مع الأهل، جميع الوقت على الهاتف ووسائل التواصل الاجتماعي، وهذا مضر للصحة وأيضا يشتت عقل الأطفال لأن البعض ينشرون صور عنف أو قصصا مرعبة وهذا خطر جدا.
AR-130-192528-4,AR-130-192528,وأيضا الجميع أصبح يظهر إشاعات عبر وسائل التواصل الاجتماعي لكي يصبح مشهورا.
AR-130-192528-5,AR-130-192528,ومن الممكن أن تسبب أمراضا من كثرة استخدامها مثل مرض الصرع أو التوحد وأيضا يمكن أن تسبب فتنة بين المجتمع، وهذا من أضرار وسائل التواصل الاجتماعي.
AR-130-192528-6,AR-130-192528,وتوجد فوائد لوسائل التواصل الاجتماعي، يساعد التواصل الاجتماعي على سهولة التسويق عبر المواقع بدلا من الذهاب إلى السوق، وأيضا توجد مهارات مثلا اللغة الإنجليزية تساعدنا على تقوية لغتنا في الإنجليزي وهذا شيء مفيد.
AR-130-192528-7,AR-130-192528,وفي النهاية وسائل التواصل الاجتماعي توجد لها أضرار كثيرة وبعض الفوائد.
AR-130-192582-1,AR-130-192582,وسائل التواصل الاجتماعي أسهل وأسرع وسيلة للتواصل للأصدقاء والأهل، ويمكن فيها نشر الصور والفيديوهات، ولكن لها تأثيرات على المجتمع والإنسان عندما يستخدمها بطريقة خاطئة في نشر الصورة الخاطئة، واستعمال الوسائل بطريقة مؤذية للآخرين وأيضا استعمالها بكثرة ولساعات طويلة.
AR-130-192654-1,AR-130-192654,نشهد هذه الأيام تطورا كبيرا في جميع المجتمعات والدول منه السلبي والإيجابي على الفرد والمجتمع كوسائل التواصل الاجتماعي.
AR-130-192654-2,AR-130-192654,لوسائل التواصل الاجتماعي أثر كبير على الفرد، فاليوم أصبح الفرد يتكاسل عن أداء المهمات، كما قد يصاب الفرد بأضرار جسدية قد تستمر معه مدى الحياة مثل آلام الظهر وضعف النظر وانحناء الرقبة، ولكن لا يدرك المرء تلك الأضرار إلا وقت حدوثها.
AR-130-192654-3,AR-130-192654,أما بالنسبة للمجتمع فقد أصبح الناس أقل تواصلا بالنسبة للتجمعات، فأصبحوا يرون أنه من الأفضل التحدث عبر الهاتف ولا يقضون الوقت في الجلوس مع عائلتهم وهذا قد يؤثر سلبا على المجتمع.
AR-130-192654-4,AR-130-192654,أما بالنسبة لفوائد وسائل التواصل الاجتماعي أنها تسهل على الفرد الحرية للتعبير عن نفسه وكل ما يجول بخاطره.
AR-130-192654-5,AR-130-192654,وبالنسبة للمجتمع إن الوسائل قد طورت العلاقات بين المجتمعات المختلفة فأصبح الناس يكونون علاقات الصداقة وغيرها مع الأشخاص من الدول الأخرى مما يؤدي لتقوية الروابط الاجتماعية.
AR-130-192696-1,AR-130-192696,إن وسائل التواصل الاجتماعي لها دور كبير ومهم في حياتنا اليومية إما أن يكون فعالا أو هداما، ويعود ذلك لكيفية استخدام الشخص لهذه المواقع.
AR-130-192696-2,AR-130-192696,ويمكننا أن نستخدم مواقع التواصل الاجتماعي في تبادل الخبرات الحيايتة وتفقد أحوال الأقرباء البعيدين والتعرف على أصدقاء كثيرين.
AR-130-192696-3,AR-130-192696,ويمكننا أن نكتسب الكثير من الخبرات والثقافات العامة، بينما لها مخاطر وأضرار كثيرة قد تجعل الأشخاص منعزلين عن بعضهم البعض والاندماج في عالم آخر.
AR-130-192696-4,AR-130-192696,وقد ينشغل الشخص عن تأدية بعض الأعمال والواجبات المنزلية، وقد تكون هناك فرصة قوية لنشر الإشاعات وتصديقها وسهولة نشرها.
AR-130-192696-5,AR-130-192696,ويجب أن يكون هناك رقابة ذاتية ومعرفة الخطأ وتداركه.
AR-130-192696-6,AR-130-192696,ويجب أن يكون هناك وعي، يمكن تقديم دورات توعوية في المدرسة ولدى الأبوين ويجب أن يكونوا حريصين على مراقبة أبنائهم.
AR-130-192696-7,AR-130-192696,وإن وسائل التواصل الاجتماعي لها دور كبير في حياتنا والجميع يحتاج أن يتواصل مع الآخرين وتوسعة خبراته في الحياة والاطلاع إلى الأحداث الجديدة في الحياة.
AR-130-192696-8,AR-130-192696,ويجب أن نتتبع سبل توخي خطرها ويجب أن نكون أكثر رشدا في استخدامها.
AR-130-192707-1,AR-130-192707,انتشرت في الآونة الأخيرة وسائل التواصل الاجتماعي ولعبت دورا مهما في عصرنا هذا.
AR-130-192707-2,AR-130-192707,البعض يستخدمها لغرض البحث عن معلومة والبعض يستخدمها بشكل خاطئ، ولكن يجب أن يكون هناك وعي عند استخدام هذه الوسائل.
AR-130-192707-3,AR-130-192707,وفي هذا المقال سوف نتحدث عن إيجابيات وسلبيات وسائل التواصل الاجتماعي وتأثيرها على الفرد والمجتمع.
AR-130-192707-4,AR-130-192707,من إيجابيات وسائل التواصل الاجتماعي عندما تريد البحث عن معلومة من السهل الحصول عليها بمجرد البحث عنها لأنها تسهل لك المهمة وتسرعها، وهذا يجعل المجتمع أكثر ثقافة بما يدور حوله من معلومات.
AR-130-192707-5,AR-130-192707,وأيضا من أهمية هذه الوسائل أنها تجعل الأشخاص أكثر تواصلا مع بعضهم البعض، وهذا يزيد العلاقات الاجتماعية بين الناس ويجعلهم أكثر تقربا من بعض لأننا في زمن يصعب الوصول للأشخاص بسبب انشغالاتهم في الحياة عكس ما كانت عليه الأجيال الماضية.
AR-130-192707-6,AR-130-192707,ومن سلبيات هذه الوسائل أن البعض يستخدمها بشكل خاطئ ويفرط باستخدامها وهذا يؤثر على صحته وأيضا على وقته وتحصيله الدراسي.
AR-130-192707-7,AR-130-192707,وأيضا يقوم بعض المستخدمين بانتهاك شخصية الآخرين وهذا يؤثر على المجتمع.
AR-130-192747-1,AR-130-192747,تعتبر وسائل التواصل الاجتماعي تسهيلا لعملية التواصل بين الأصدقاء والعائلة، وكذلك تسهل على الشخص تعلم معلومات جديدة في التواصل الاجتماعي.
AR-130-192747-2,AR-130-192747,وهناك الكثير من المواقع التي تمكن للشخص التواصل، وأيضا تأثيرات تلك المواقع لا تنحصر على الإيجابيات فقط أو السلبيات فحسب.
AR-130-192747-3,AR-130-192747,هناك الكثير من التنمر في مواقع التواصل وهذا أيضا يؤدي إلى العنصرية بين المجتمع.
AR-130-192747-4,AR-130-192747,إن احتكاك الفرد بعالم التواصل الاجتماعي يؤدي إلى اختراق شخصية افتراضية غير شخصيته وذلك من أجل التلاعب.
AR-130-192747-5,AR-130-192747,رغم أهمية التواصل الاجتماعي - فهي مهمة للمجتمع - لكن هناك الكثير من الآراء حول انعكاسات استخدامها أحيانا.
AR-130-192747-6,AR-130-192747,فهناك بعض من يراها نعمة والبعض الآخر يراها نقمة نظرا لانعكاساتها السلبية والتي يجب التعامل معها بجدية.
AR-130-192747-7,AR-130-192747,يمكن أن يتأثر الأطفال بشكل كبير بمواقع التواصل الاجتماعي، وذلك لأن بعض الناس يشاركون الصور التي قد تحتوي على العنف أو المشاهد غير المناسبة مما يلحق الضرر بسلوك الأطفال والمراهقين وأيضا المجتمع، لذلك يجب على الأسرة أن تتعامل مع أطفالها.
AR-130-192751-1,AR-130-192751,وسائل التواصل الاجتماعي منتشرة كثيرا في هذا العصر المواكب الحديث، تعددت استخداماتها وتعتبر سلاحا ذا حدين ولها تأثير إيجابي وسلبي على الفرد والمجتمع.
AR-130-192751-2,AR-130-192751,التأثير الإيجابي على الفرد يمكن التواصل الشخصي التواصل مع أفراد العائلة والأصدقاء، ومشاركة الأفكار وأيضا في التجارة.
AR-130-192751-3,AR-130-192751,أما التأثير الإيجابي للمجتمع هو معرفة ما يدور حول العالم ورغبات أفراد المجتمع.
AR-130-192751-4,AR-130-192751,التأثير السلبي للفرد هو الإدمان والابتزاز وضياع الوقت وعدم القدرة على السيطرة والتحكم في استخدام التواصل الاجتماعي.
AR-130-192751-5,AR-130-192751,التأثير السلبي للمجتمع هو انتشار الشائعات والأسرار.
AR-130-192751-6,AR-130-192751,لا بد من مراقبة أنفسنا في استخدام وسائل التواصل الاجتماعي واختيار الطرق الصحيحة لكي لا نقع في سلبياته.
AR-130-192885-1,AR-130-192885,هناك الكثير من وسائل التواصل الاجتماعي التي تؤثر تأثيرا سلبيا وإيجابيا على الفرد وعلى المجتمع.
AR-130-192885-2,AR-130-192885,أصبح تداول الرسائل في وسائل التواصل الاجتماعي أمرا سهلا هذه الأيام، مما أدى إلى الخصام والنزاع عبر وسائل التواصل الاجتماعي بشكل يومي.
AR-130-192885-3,AR-130-192885,أثرت وسائل التواصل الاجتماعي على المجتمع كثيرا مما أدى إلى خصام وتفكك بعض الأسر وتشتت الأطفال.
AR-130-192885-4,AR-130-192885,أصبح لدى كل شخص حساب على هذه الوسائل وهذا السبب أدى إلى زيادة عدد الخلافات والخصام عبر هذه الوسائل.
AR-130-192885-5,AR-130-192885,أثرت وسائل التواصل الاجتماعي تأثيرا سلبيا على المجتمع الغربي والعربي منها تعاطي المخدرات وغيرها.
AR-130-192885-6,AR-130-192885,أثرت تأثيرا إيجابيا على فئة من المجتمع.
AR-130-192885-7,AR-130-192885,آمل أن يكون هناك قانون يعاقب كل شخص يسيء بأي شكل لأي شخص بدون أي شكوى لأي مسؤول، وبذلك سوف تقل آثار وسائل التواصل الاجتماعي.
AR-130-192885-8,AR-130-192885,في هذه الأيام كثرت هذه المشاكل في دولة الإمارات العربية المتحدة.
AR-130-192922-1,AR-130-192922,للتسامح أهمية كبيرة في المجتمع فهو العفو وتجاهل أخطاء الآخرين لكسب محبتهم من أجل الحد من العنف والنزاعات، يحتاج المجتمع أن يدرك ما مدى أهمية مسامحة الآخرين فيجب أن نعزز هذه الثقافة في المجتمع لكي ينتشر الاحترام، ومن بعض الأهميات إبعاد الحقد والكراهية بين البشر وتوافر الأمن والأمان وتقوية العلاقات بين الأفراد.
AR-130-192922-2,AR-130-192922,هناك تأثير كبير لوسائل التواصل الاجتماعي وخصوصا على الأطفال لأنها تسبب إدمانا غير إرادي وتضيعة وقت لمستخدمي الهواتف لفترة طويلة، فإن من الممكن أن يتأثر الفرد بما ينظر إليه في وسائل التواصل الاجتماعي وينتج هذا تغيرا في سلوك الشخص ومعاملته لأصدقائه أو أهله، كما أن هناك أيضا إيجابيات.
AR-130-192949-1,AR-130-192949,تعد برامج التواصل الاجتماعي من البرامج الأكثر أهمية في وقتنا الحاضر لجميع الفئات العمرية مما ينتج عن ذلك عدة نتائج إيجابية وسلبية على الفرد والمجتمع.
AR-130-192949-2,AR-130-192949,من أكثر البرامج الاجتماعية شهرة في هذا الوقت، والذي يتم عبره تداول جميع أنواع الأخبار عن شتى مجالات الحياة هو برنامج أو تطبيق (سنابتشات)، وهو عبارة عن برنامج متاح لجميع الفئات العمرية ويتم من خلاله التواصل مع أي شخص يستخدم هذا التطبيق ومشاركة الصور والفيديوهات القصيرة مع بعضهم البعض، كما يمكنك متابعة أي شخص سواء كان من المشاهير أو الممثلين.
AR-130-192949-3,AR-130-192949,ومن آثاره الإيجابية هي أن تكون قادرا على معرفة جميع الأخبار وبكل سهولة وفي أي وقت.
AR-130-192949-4,AR-130-192949,والآثار السلبية تنطبق على كيفية استخدام الشخص للبرامج كمتابعة الأشخاص الذين ينشرون أخبارا كاذبة أو سيئي التعامل.
AR-130-193363-1,AR-130-193363,أصبح التواصل الاجتماعي شيئا يعيش معنا ويوجد الكثير من الناس الذين لا يستطيعون قضاء القليل من الوقت بدون تفقد التواصل الاجتماعي.
AR-130-193363-2,AR-130-193363,لكل شيء في الحياة سلبياته وإيجابياته، والتواصل الاجتماعي أحد هذه الأشياء، لذلك سنذكر القليل من الإيجابيات والقليل من السلبيات.
AR-130-193363-3,AR-130-193363,أولا من إيجابيات التواصل الاجتماعي هي أنه يمكن أن ترى أحوال الناس والأقرباء والأصدقاء عن طريق التواصل الاجتماعي، وتستطيع أيضا أن تتحدث مع أشخاص ولو كان يبعد بينكم الكثير من المسافات، التواصل الاجتماعي يجمعكم في لحظة ودقيقة.
AR-130-193363-4,AR-130-193363,ومن سلبياته أنه يبعدك عن أهلك ويسبب لك الإدمان وعدم القدرة على التحمل بأن لا تتفقد التواصل الاجتماعي ويتسبب في جعلك شخصا عصبيا جدا.
AR-130-193451-1,AR-130-193451,التسامح التسامح سمة وثقافة موجودة في جميع مجالات الحياة، التسامح هو سمة وثقافة عظيمة.
AR-130-193451-2,AR-130-193451,يأتي التسامح في عدة أشكال، مثال على ذلك (التسامح في العقائد) و (التسامح مع الذات) و (التسامح وتقبل الاختلاف) إلخ..
AR-130-193451-3,AR-130-193451,مع اختلاف الزمن وتنوع الديانات يجب أن نعزز التسامح في العقائد وتقبل الاختلاف، لأن ثقافة التسامح هي العنصر الأساسي لجعل الشعوب تتعايش في سلام.
AR-130-193451-4,AR-130-193451,ثقافة التسامح مع الذات هي عدم توبيخ النفس أو تعقيد الأمر على الذات وتحمل ما لا تستطيع.
AR-130-193451-5,AR-130-193451,ولتعزيز التسامح مع الذات نجعل الشخص يتعاون في مساعدة الناس له وعدم تحمل مسؤولية ما لا يستطيع وإجهاد النفس.
AR-130-193451-6,AR-130-193451,ثقافة التسامح وتقبل الاختلاف هي كاختلاف الجنس واختلاف العقيدة واختلاف الثقافة واختلاف العرق.
AR-130-193838-1,AR-130-193838,وسائل التواصل الاجتماعي وتأثيرها على الفرد والمجتمع وسائل التواصل الاجتماعي هي وسيلة للتواصل بين الأفراد والمجتمع، لها أثر إيجابي وسلبي، الإيجابي مثل: التواصل بين الأقارب والأصدقاء واستكشاف البحوث العلمية وغيرها، والسلبي يوجد له أثر قوي منه: الجلوس لمدة طويلة وعدم الجلوس مع الأقارب - فهي تضيع الوقت - وعدم أداء بعض من الواجبات المفروضة.
AR-130-193838-2,AR-130-193838,فعلى كل فرد أن يضع بين وسائل التواصل الاجتماعي وقتا كافيا لأداء واجباته، واستغلال الوقت الآخر بشيء مفيد له مثل: القراءة لتنمية مهارته والجلوس بين الأهل والاستمتاع بينهم.
AR-130-194708-1,AR-130-194708,التطور الحضاري الذي تشهده دولة الإمارات بالحديث عن التطور في بداية السبعينات لم تشهد دولة الإمارات هذا التطور الملحوظ، ولكن مع العلم أصبحت دولتنا من الدول المتطورة والبارزة في شتى المجالات.
AR-130-194718-1,AR-130-194718,دولة الإمارات العربية المتحدة من أفضل الدول التي تطورت بشكل سريع جدا، الكثير من الدول الأجنبية متطورة ولكنها بدأت بالتطور منذ قرون ودولة الإمارات لم تكمل قرنا منذ مسيرة الاتحاد.
AR-130-194718-2,AR-130-194718,الشيخ زايد - طيب الله ثراه - استطاع أن يوحد دولة الإمارات وبدأ مسيرة الاتحاد مع المغفور له الشيخ راشد آل مكتوم.
AR-130-194718-3,AR-130-194718,بعد مسيرة الاتحاد بدأت دولة الإمارات العربية المتحدة في التطور بشكل سريع في العديد من المجالات منها السياسية والاقتصادية.
AR-130-194718-4,AR-130-194718,الشيخ زايد - طيب الله ثراه - بنى العديد من المدارس والمستشفيات والمنازل لمواطني دولة الإمارات، وهذا فخر كبير لكل مواطن يعيش على أرض هذه الدولة العظيمة.
AR-130-194718-5,AR-130-194718,بعد وفاة الشيخ زايد - طيبه الله - لم تتوقف دولة الإمارات عن التطور ولكنها تطورت ووصلت للعالمية.
AR-130-194718-6,AR-130-194718,الآن جميع الناس يعلمون ما هي مدينة دبي، إذا سألنا المارة في دولة غربية عن مدينة دبي فإنهم سيعرفونها لأنها من أعظم المدن.
AR-130-194718-7,AR-130-194718,دبي أصبحت وجهة سياحية للكثير من الناس فإنها تستقبل ملايين السياح كل عام وهذا دليل كبير على تطورها.
AR-130-194718-8,AR-130-194718,من الوجهات السياحية التي تكون مكتظة بالسياح هي برج خليفة وبرج العرب ودبي مول والعديد من الشواطئ التي يحبها السياح.
AR-130-194718-9,AR-130-194718,بعض الإنجازات التي حققتها دولة الإمارات هي فوز دبي في برنامج إكسبو ٢٠٢٠ وإطلاق قمر صناعي مصنوع بأيدي إماراتية والكثير من الإنجازات التي لا تعد ولا تحصى.
AR-130-194718-10,AR-130-194718,دولة الإمارات هي دولة متحضرة جدا وأنا فخورة لكوني مواطنة من دولة الإمارات وأعيش على أرضها.
AR-130-194718-11,AR-130-194718,ودولة الإمارات لن تتوقف هنا بل سوف تستمر بالتطور وإبهار العالم بها.
AR-130-195100-1,AR-130-195100,جميع الدول تسعى في التطور ومواكبة التطور، لذلك نرى الآن المجتمع أصبح منفتحا كثيرا وخاصة في هذا الزمن.
AR-130-195100-2,AR-130-195100,والآن بدأ استخدام وسائل التواصل الاجتماعي المتعددة مثل السنابتشات وإنستجرام ويوتيوب وواتساب والكثير غيرها.
AR-130-195100-3,AR-130-195100,جميعها إما بإمكان الإنسان استخدامها بشكل إيجابي والاستفادة منها أو استخدامها بشكل سلبي والتضرر منها، وتأثيرها كبير جدا على المجتمع وأيضا على الفرد.
AR-130-195100-4,AR-130-195100,أضرار وسائل التواصل الاجتماعي على الفرد والمجتمع هي إضاعة الوقت والأمراض والصحبة غير الصالحة والانعزال وتغير في السلوكيات.
AR-130-195100-5,AR-130-195100,يؤثر التواصل الاجتماعي على الفرد بشكل سلبي فيجعله منعزلا عن العالم الخارجي، يغير سلوكياته، يبعده عن العائلة.
AR-130-195100-6,AR-130-195100,ولكن هناك إيجابيات أيضا، سهولة التواصل مع الآخرين وتثقيف أو إيصال فكرة جيدة عن طريقها.
AR-130-195100-7,AR-130-195100,لكل شيء سلبياته وإيجابياته ولكن تعتمد على الشخص وتربيته وأخلاقه.
AR-130-195100-8,AR-130-195100,إذا كنت تريد استخدام وسائل التواصل الاجتماعي بشكل إيجابي فسوف تستخدمه، أما إذا كنت تريد استخدامه بشكل سلبي فسوف تستخدمه بشكل سلبي وذلك عائد لكل شخص.
AR-130-19632-1,AR-130-19632,كيف نعزز ثقافة التسامح في المجتمع؟
AR-130-19632-2,AR-130-19632,للتسامح طرق عديدة ومنها ما أوصانا به والدنا - المغفور له بإذن الله - الشيخ زايد بن سلطان آل نهيان.
AR-130-19632-3,AR-130-19632,لكن هناك من قد يعزز هذه الطبيعة الجميلة وهناك من لا يحسب لها وجودا ويعتبرها تفاهة.
AR-130-19632-4,AR-130-19632,فعند التسامح تتصافى القلوب وتتبارى الجروح وتتزين الحياة بنقاء قلوب أصحابها.
AR-130-19632-5,AR-130-19632,ألا ليت لو قدر كل إمرئ هذه النعمة، وكل أخ وأخته، وكل صاحب وصاحبه، أو حتى كل جار لجاره.
AR-130-19632-6,AR-130-19632,مع التسامح تتكون أعمدة السلام بين الدول.
AR-130-197835-1,AR-130-197835,وسائل التواصل الاجتماعي هي مجموعة من البرامج والشبكات العنكبوتية التي تساعدك على الاتصال بالعالم، ويتم استخدامها عبر الأجهزة الإلكترونية مثل الهاتف أو الحاسوب وغيرها.
AR-130-197835-2,AR-130-197835,وسائل التواصل الاجتماعي بدأت تغزو العالم وانتشرت بشكل كبير.
AR-130-197835-3,AR-130-197835,وبطبيعة العالم فلكل شيء تأثيرات سلبية وإيجابية، فوسائل التواصل الاجتماعي أدت إلى تأثيرات كبيرة على الفرد بشكل خاص وعلى المجتمع بشكل عام.
AR-130-197835-4,AR-130-197835,في عصرنا الحالي أصبحت وسائل التواصل في متناول الكل فلا يوجد عمر محدد لتستخدمها، وأدت إلى تأثير إيجابي وسلبي على الأفراد.
AR-130-197835-5,AR-130-197835,ساعدت وسائل التواصل الاجتماعي الأفراد على زيادة ثقافاتهم وتعرفهم على الشعوب الأخرى، فوسائل التواصل الاجتماعي أتاحت الفرصة للأفراد لمعرفة ما يجري حول العالم من منازلهم، فساهمت سهولة استخدام مواقع التواصل الاجتماعي في التعرف على عادات الشعوب والتواصل معهم.
AR-130-197835-6,AR-130-197835,كما أن مواقع التواصل الاجتماعي ساهمت في زيادة الترابط وتقوية العلاقات إذ إنها تسهل عملية التواصل بين الأصدقاء والأهل في حين أنك لا تمنعك ظروفك من الذهاب إليهم كالابتعاد مثلا.
AR-130-197835-7,AR-130-197835,ولكن لا بد من وجود أثر سلبي، فطريقة استخدامك الخاطئة لمواقع التواصل الاجتماعي قد تعرضك للجرائم الإلكترونية، فلا بد من الحذر وعدم التحدث أو نشر بياناتك مع الجميع.
AR-130-197835-8,AR-130-197835,لا بد من مراقبة الأطفال لأن مواقع التواصل الاجتماعي قد تكون وسائل تواصل اجتماعي ذات باب معرفة خاطئا للصغار.
AR-130-197835-9,AR-130-197835,وبشكل عام فمواقع التواصل الاجتماعي ساهمت في زيادة الترابط بين الشعوب والمجتمع مما ينعكس إيجابيا على علاقاتهم، كما أنها تساعد المجتمعات على التقدم من خلال معرفة آخر أخبار العالم مما يولد شعور المنافسة والتحديات بينهم.
AR-130-197835-10,AR-130-197835,علاوة على ذلك وسائل التواصل الاجتماعي تساهم في تبادل الثقافات ونشر الوعي بين أفراد المجتمع، فمن السهل استخدامها للتبليغ عن بعض الأخطار المهمة، إذ إن سرعة انتشار الخبر في مواقع التواصل سريعة جدا وتستطيع إيصال الرسالة لأكثر من فئة عمرية مختلفة.
AR-130-197835-11,AR-130-197835,ولكن قد يكون لها تأثير سلبي أحيانا، فبعض المجتمعات لا تستشف الجيد من ثقافات غيرها بل يتم تقليد الثقافات واتباع ثقافة لا تتبع عاداتهم مما يؤثر سلبا على المجتمع، وقد يتم فقد الهوية الوطنية وفقد ثقافتها وعاداتها.
AR-130-197835-12,AR-130-197835,لكل شيء ينشر آثار سلبية وإيجابية على الفرد وعلى المجتمع ولكن هذا التأثير يعتمد على طريق استخدامنا وفهمنا لهذا الشيء فالتأثير لا يأتي إلا باختيارك أنت، فلا بد من نشر الوعي لتفادي الآثار السلبية التي قد تؤثر على الفرد وعلى المجتمع.
AR-130-197898-1,AR-130-197898,هناك الكثير من الأمور المهمة التي يجب أن يسلط الضوء عليها لضرورة تواجدها في مجتمعاتنا، ومن أهمها غرس ثقافة التسامح بين الناس كبارا وصغارا.
AR-130-197898-2,AR-130-197898,التسامح من شيم الإنسان وأهميته كبيرة حيث تكمن المحبة والرحمة في هذه الثقافة.
AR-130-197898-3,AR-130-197898,ولتعزيز هذه الثقافة يجب علينا نشرها بين أبنائنا وأصدقائنا بروح إيجابية حتى يدركوا مدى أهميتها، حيث إنها تزيد من نسبة ترابط الأفراد ونسبة المحبة والاحترام بين الآخرين أيضا، حيث قامت بعض المراكز مؤخرا بنشر صفحات توعوية لضرورة تواجد هذه الثقافة لتقليل نسبة الجرائم الناتجة بسبب الكراهية الموجودة بين أفراد المجتمع.
AR-130-197898-4,AR-130-197898,وهناك الكثير من الطرق لتعزيز التسامح، ومن أوائلها وجود الإرادة التي تكمن بداخل الشخص قبل تعزيزها بطرق أخرى.
AR-130-198249-1,AR-130-198249,قبل ٥٠ سنة كانت دولة الإمارات العربية المتحدة صحراء قاحلة تغطيها الكثبان الرملية، ولم يظنوا أن دولة الإمارات العربية المتحدة سوف تتطور.
AR-130-198249-2,AR-130-198249,الجميع كان يظن أن دولة الإمارات ستبقى كما هي، ولكن طلع شخص من هذه الصحراء القاحلة وحول دولة الإمارات من صحراء إلى خضراء، وهل يا ترى تعلمون من هذا الشخص؟
AR-130-198249-3,AR-130-198249,الشيخ زايد - رحمه الله - هو هذا الشخص الذي جعل دولة الإمارات لؤلؤة الصحراء.
AR-130-198249-4,AR-130-198249,شهدت الدول والأفراد التطور المفاجئ لدولة الإمارات وكيف تغيرت من صحراء إلى خضراء، أصبحت دولة الإمارات دولة حضارية متقدمة وتطورت تطورا سريعا والآن، أصبح عمر الدولة ٤٣ سنة ولا أظن أن هناك دولة تفوقت على دولة الإمارات من خلال التقدم الحضاري السريع.
